ENV-0447	ENV	ENV-26	空氣污染防制專責單位或專責人員設置及管理辦法	第2條	民國108年8月6日	空污專責-類別	2	空氣污染防制專責人員分為哪兩類？空氣污染防制專責人員又分為哪兩級？	固定污染源專責人員及移動污染源專責人員；第一級及第二級	室內空氣品質專責人員及噪音防制專責人員；初級及進階級	空氣污染防制專責人員及廢水處理專責人員；高級及初級	空氣污染防制專責人員及健康風險評估專責人員；甲級及乙級	Air pollution control dedicated personnel fall into which two categories, and air pollution control personnel are further graded as:	Stationary source personnel and mobile source personnel; Level 1 and Level 2	Indoor air quality personnel and noise control personnel; basic and advanced	Air pollution control personnel and wastewater treatment personnel; senior and junior	Air pollution control personnel and health risk assessment personnel; Class A and Class B	d	第2條：專責人員指空氣污染防制專責人員及健康風險評估專責人員，應由經中央主管機關訓練合格取得合格證書者擔任。第3條：空氣污染防制專責人員分甲級及乙級；設置等級依空污法第34條公告事項；專責單位至少應包括甲級二人及乙級一人。第4條：同一處所得與廢（污）水處理專責單位合併設置，具雙重資格者得互兼。	Articles 2–4; a dedicated unit needs at least two Class A and one Class B personnel.	active	8		
ENV-3374	ENV	ENV-77	土壤及地下水污染整治法施行細則	第14條	民國99年12月31日	土污細則-控制計畫	3	土壤地下水污染控制計畫之內容應包括哪些事項？	提出者之公司章程及登記事項卡、場址產權移轉紀錄、污染行為人訴訟資料、污染物採購合約、控制設備型錄、操作人員訓練證書、廢棄物清運聯單、年度盈餘分配表	提出者之環評書件及審查結論、場址空氣品質監測、噪音管制區類別、污染物安全資料表、控制目標民意調查、里民大會紀錄、地方政府核撥補助函、罰鍰繳納收據影本	提出者之財務報表及納稅證明、場址地價評估、鄰近居民健康檢查紀錄、污染物進口報單、控制工程招標文件、施工廠商保險證明、完工後土地開發計畫、預估稅賦及回收年限	提出者撰寫者執行者資料、場址基本資料現況及污染情形、調查方式、污染物範圍程度、控制目標及方法、監測方式、清理或污染防治、安全衛生管理、自行驗證及採樣檢測規劃、期程及經費	A soil and groundwater pollution control plan must include:	The proposer's articles of incorporation and registration card, property transfer records of the site, litigation files of the polluter, purchase contracts for the pollutants, equipment catalogs, operator training certificates, waste manifests, and the profit distribution table	The proposer's EIA documents and review conclusions, air quality monitoring at the site, the noise control zone class, safety data sheets for the pollutants, an opinion poll on the control targets, village assembly minutes, subsidy letters, and fine receipts	The proposer's financial statements and tax certificates, land price appraisal of the site, health check records of nearby residents, pollutant import declarations, tender documents for the control works, contractor insurance, development plans, and estimated taxes	Data on the proposer, author and executor, site basics, status and pollution, investigation methods, pollutants and extent, control targets and methods, monitoring, cleanup or prevention, health and safety, self-verification and sampling plans, schedule and budget	d	第14條：污染控制計畫應包括計畫提出者撰寫者及執行者資料（法人者含負責人及專案經理人）、計畫大綱、場址基本資料、場址現況及污染情形、污染調查方式、污染物污染範圍及程度、污染控制目標及方法（土壤離場處理者含處理方式設施及管制措施）、污染監測方式、清理或污染防治、場址安全衛生管理、控制結果自行驗證方式及採樣檢測規劃（含代表性採樣方法）、計畫執行期程、經費預估、其他指定事項。第15條：得申請變更經核定後實施。第20條：整治計畫另含整治目標整治方法整治後土地使用方式整治期程等。第22條：整治計畫變更提出者資料污染物範圍整治目標方法土地使用驗證期程應申請核定，其餘備查。第24條：解除列管應提出污染來源範圍程度、目標、實施情形結果、自行驗證、經費支出。	Articles 14–15, 20, 22 and 24.	active	8		
ENV-3377	ENV	ENV-77	土壤及地下水污染整治法施行細則	第17條	民國99年12月31日	土污細則-停工停業	3	污染行為人有何情形時，地方主管機關得依土污法第15條命其停止作為、停業或停工？	污染物濃度略高於監測基準但仍低於管制標準、鄰近居民陳情案件累計達十件、經媒體報導引起社會關注、或經地方民意代表要求限期停工者	未於三十日內繳納土壤及地下水污染整治費用、未指派專責人員出席主管機關說明會、未於場址公告後立即遷移全部員工及設備、未提供土地所有人聯絡方式	不遵行主管機關命其減輕污染危害及避免擴大之處分、依命令或自行採取措施後污染物濃度或範圍仍持續顯著增加或擴大、其他非停止作為無法減輕危害之必要情事	未依規定辦理環境影響評估即行營運、未取得水污染防治措施許可證、未於廠內設置事業廢棄物貯存區、未於工廠大門張貼污染場址公告文件	Local authorities may order a polluter to stop acts, suspend business or halt work when the polluter:	Pollutant concentrations exceed monitoring baselines but stay below control standards, ten complaints from nearby residents have accumulated, media coverage has drawn attention, or councilors demand a halt	Fails to pay soil and groundwater remediation fees within 30 days, sends no dedicated person to the briefing, does not move out all staff after the announcement, or withholds the landowner's contact details	Fails to comply with orders to reduce harm and prevent spread, or pollutant concentration or extent keeps significantly increasing despite measures, or stopping is otherwise necessary to reduce harm	Operates without an environmental impact assessment, holds no water pollution control permit, has set up no waste storage area on site, or fails to post the site announcement at the factory gate	c	第17條：不遵行各級主管機關命其採取減輕污染危害及避免污染擴大之處分、依命令或自行採取措施經調查污染物濃度或範圍仍持續顯著增加或擴大、其他非以停止作為停業或停工無法減輕危害避免擴大之必要情事者，得命停止作為停業部分或全部停工。第18條：清理或污染防治計畫書應含提出者及場址資料、污染說明、土壤挖除回填暫存運輸或地下水抽出方式數量及管制措施、期程、防治對策、安全衛生、緊急應變，完成後通知主管機關。第27條：污染行為人為法人機關者應令有代表權之人參加法規及環教講習，正當理由得延期二次。	Articles 17–18 and 27.	active	8		
ENV-3395	ENV	ENV-78	土壤污染管制標準	第5條	民國100年1月31日	土壤管制-重金屬	3	土壤污染管制標準中，鎘、銅、汞之管制標準值各為多少毫克／公斤？食用作物農地之管制標準值？	鎘 10（農地 5）、銅 250（農地 200）、汞 60（農地 20）	鎘 5（農地 2）、銅 200（農地 100）、汞 5（農地 2）	鎘 20（農地 5）、銅 400（農地 200）、汞 20（農地 5）	鎘 50（農地 20）、銅 1000（農地 400）、汞 50（農地 20）	Soil control standards (mg/kg) for cadmium, copper and mercury are, with the values for food-crop farmland:	Cd 10 (farmland 5), Cu 250 (farmland 200), Hg 60 (farmland 20)	Cd 5 (farmland 2), Cu 200 (farmland 100), Hg 5 (farmland 2)	Cd 20 (farmland 5), Cu 400 (farmland 200), Hg 20 (farmland 5)	Cd 50 (farmland 20), Cu 1,000 (farmland 400), Hg 50 (farmland 20)	c	第5條：重金屬管制標準值（毫克／公斤）砷 60、鎘 20（食用作物農地 5）、鉻 250、銅 400（農地 200）、汞 20（農地 5）、鎳 200、鉛 2000（農地 500）、鋅 2000（農地 600）；有機化合物如苯 5、四氯化碳 5、氯仿 100、三氯乙烯 60、四氯乙烯 10、甲苯 500、二甲苯 500、總石油碳氫化合物 1000；農藥如阿特靈 0.04、DDT 3；戴奧辛 1000 奈克毒性當量／公斤、多氯聯苯 0.09。第2條：經科學數據研判非外來污染者經中央同意得不適用。第3條：毫克／公斤指每公斤乾基土壤所含污染物毫克數。	Article 5 (also As 60, Cr 250, Ni 200, Pb 2,000/500, Zn 2,000/600, TPH 1,000, dioxins 1,000 ng-TEQ/kg).	active	8		
ENV-3396	ENV	ENV-78	土壤污染管制標準	第5條	民國100年1月31日	土壤管制-有機物	3	土壤污染管制標準中，總石油碳氫化合物（TPH）、苯、三氯乙烯之管制標準值各為多少毫克／公斤？	TPH 2000、苯 1、三氯乙烯 100	TPH 1000、苯 5、三氯乙烯 60	TPH 100、苯 50、三氯乙烯 10	TPH 500、苯 10、三氯乙烯 30	Soil control standards (mg/kg) for total petroleum hydrocarbons, benzene and trichloroethylene are:	TPH 2,000; benzene 1; TCE 100	TPH 1,000; benzene 5; TCE 60	TPH 100; benzene 50; TCE 10	TPH 500; benzene 10; TCE 30	b	第5條有機化合物：苯 5、四氯化碳 5、氯仿 100、1,2-二氯乙烷 8、順-1,2-二氯乙烯 7、反-1,2-二氯乙烯 50、1,2-二氯丙烷 0.5、1,2-二氯苯 100、乙苯 250、六氯苯 500、五氯酚 200、四氯乙烯 10、甲苯 500、總石油碳氫化合物 1000、三氯乙烯 60、2,4,5-三氯酚 350、2,4,6-三氯酚 40、氯乙烯 10、二甲苯 500（毫克／公斤）。第6條：戴奧辛以各同源物濃度乘國際毒性當量因子總和以 TEQ 表示。第7條：事業公會或環保團體得提出科學數據供修正參考。	Articles 5–7.	active	8		
ENV-3402	ENV	ENV-79	地下水污染管制標準	第3條	民國114年12月23日	地下水管制-分類	2	地下水污染管制標準將地下水分為哪兩類？管制項目得如何選擇？	第一類為自來水取水口上游之地下水，第二類為取水口下游之地下水；檢測項目由中央主管機關逐案指定，調查範圍以整個地下水體全部為準	第一類為工業區內之地下水，第二類為農業區及住宅區內之地下水；檢測項目由污染行為人自行選定後報請備查，調查範圍以既設監測井位置為準	第一類為飲用水水源水質保護區內之地下水，第二類為其他地下水；各級主管機關得依區域特性調查目的運作方式選擇核定最適當之檢測項目與範圍	第一類為深度五十公尺以內之淺層地下水，第二類為深層地下水；檢測項目一律依附表全部辦理不得刪減，調查範圍以場址周界為準不得縮減	The groundwater control standard divides groundwater into which two classes, and how are test items chosen?	Class 1 is groundwater upstream of tap water intakes and Class 2 is groundwater downstream of the intakes; the central authority designates the test items case by case, and the survey scope covers the entire groundwater body of the area	Class 1 is groundwater inside industrial parks and Class 2 is groundwater in farming and residential zones; polluters select the test items themselves and file them for record, and the survey scope is fixed to existing monitoring wells	Class 1 is groundwater within drinking water source protection zones and Class 2 all other groundwater; authorities may select and approve the most suitable test items and survey scope by regional characteristics, purpose and operations	Class 1 is shallow groundwater within 50 metres of depth and Class 2 is deep groundwater; all items in the appended table must be tested without omission, and the survey scope is fixed to the site boundary and may not be narrowed	c	第2條：受區域水文地質條件及背景因素影響，經研判非外來污染而達管制值者，經中央主管機關同意得不適用。第3條：地下水分第一類（飲用水水源水質保護區內之地下水）及第二類（第一類以外之地下水）。第4條：管制項目及標準值（毫克／公升）如表。第5條：管制項目得由各級主管機關依區域特性調查目的運作方式評估選擇及核定最適當之檢測項目與調查範圍。第6條：事業公會或環保團體得提出科學數據供修正參考。	Articles 2–6.	active	8		
ENV-3430	ENV	ENV-82	土壤及地下水污染場址初步評估暨處理等級評定辦法	第8條	民國102年4月24日	場址評估-整治場址門檻	3	控制場址初步評估後，場址污染影響潛勢評估總分（TOL）達多少分以上，應報請中央主管機關審核公告為整治場址？公告控制場址後以幾日內完成初步評估為原則？	二千四百分以上；九十日內	六百分以上；一百八十日內	八百分以上；一百二十日內	一千二百分以上；四十五日內	A control site is referred for designation as a remediation site when its pollution potential total score (TOL) reaches, and preliminary assessment should be completed within:	2,400 points or more; 90 days after the control site announcement	600 points or more; 180 days after the control site announcement	800 points or more; 120 days after the control site announcement	1,200 points or more; 45 days after the control site announcement	d	第2條：初步評估指進行控制場址污染影響潛勢評估並評定是否公告為整治場址；處理等級評定指依總分評定基金支出之優先順序。第5條：土壤污染途徑影響潛勢分數 SL＝SL1×SL2×SL3／20（污染程度、土地使用狀況、污染物危害性）。第6條：地下水 GW＝GW1×GW2×GW3／80。第7條：TOL＝√[(SLT²＋GWT²)／2]。第8條：TOL 達一千二百分以上或其他公告重大污染情形應報請中央審核公告為整治場址；公告控制場址後以四十五日內完成初步評估送審為原則。第9條：處理等級依 TOL、地下水總分、土壤總分依序評定，中央得視個案調整。	Articles 2 and 5–9.	active	8		
ENV-3425	ENV	ENV-82	土壤及地下水污染場址初步評估暨處理等級評定辦法	第3條	民國102年4月24日	場址評估-調查圖說	3	地下水污染範圍調查應繪製哪些圖說？其應標示之內容為何？	建物配置平面圖（廠房位置、樓層層數、使用用途）及排水系統圖（廠區範圍、雨水下水道位置、埋設深度、達設計流量之管線分布範圍及污水放流方向）	地形等高線圖（海拔高度、坡度方位、植被覆蓋）及土地使用分區圖（分區範圍、住宅區布設位置、劃設深度、達一定面積之容積率分布範圍及都市計畫道路方向）	水文地質剖面圖（地下水位深度、地質特性、水力傳導係數）及地下水污染調查範圍圖（場址範圍、監測井布點位置、採樣深度、達管制標準之濃度分布範圍及地下水流方向）	氣象觀測圖（風向頻率、風速大小、降雨量）及空氣品質監測圖（監測範圍、測站布設位置、採樣高度、達管制標準之濃度分布範圍及污染物擴散方向）	Groundwater pollution extent surveys must produce which drawings, showing what?	A building layout plan (plant locations, number of floors and heights, uses) and a drainage system map (plant boundaries, storm sewer locations, burial depths, pipe areas carrying the design flow, and sewage discharge flow directions)	A topographic contour map (elevation, slope and aspect, vegetation cover) and a land-use zoning map (zone boundaries, residential locations, planning depths, areas whose floor area ratios exceed a set level, and planned road directions)	A hydrogeological cross-section (water table depth, geology, hydraulic conductivity) and a groundwater pollution survey map (site boundary, monitoring well locations, sampling depths, concentration areas exceeding standards, and flow direction)	A meteorological map (wind direction frequency, wind speed grades, rainfall) and an air quality monitoring map (monitoring area, station locations, sampling heights, areas exceeding control standards, and pollutant dispersion directions)	c	第3條：初步評估或整治場址調查應記載場址名稱位置所有人資料土地使用分區及實際使用情形配置圖；土壤污染範圍調查應規劃調查方法期間採樣位置布點數目檢驗項目並繪製土壤污染調查範圍圖（場址範圍地號布點位置數目採樣深度）；地下水污染範圍調查應繪製水文地質剖面圖（地下水位深度地質特性水力傳導係數）及地下水污染調查範圍圖（場址範圍監測井布點位置採樣深度達管制標準之濃度分布範圍及地下水流方向）。第4條：二項以上污染物達管制標準者均應納入評估。	Articles 3–4.	active	8		
ENV-4241	ENV	ENV-84	氣候變遷因應法施行細則	第7條、第8條	民國112年12月29日	氣候細則-部門行動方案	3	中央目的事業主管機關訂修所屬部門溫室氣體減量行動方案，應於階段管制目標核定後幾個月內送中央主管機關？每幾年至少檢討一次？成果報告每年何時前提送？	十二個月內；每四年；十二月三十一日前	六個月內；每五年；九月三十日前	三個月內；每三年；六月三十日前	一個月內；每年；三月三十一日前	Sectoral GHG reduction action plans must be submitted within how long after phased targets are approved, reviewed at least every, and annual results reports submitted by:	12 months; 4 years; December 31	6 months; 5 years; September 30	3 months; 3 years; June 30	1 month; every year; March 31	b	第5條：訂定階段管制目標前中央有關機關應進行排放趨勢推估情境分析並提出電力排放係數需求成長各部門減量情境貢獻成本估算。第6條：中央主管機關每年十一月三十日前向行政院報告各部門執行狀況。第7條：部門行動方案於各期階段管制目標核定後六個月內送中央主管機關報行政院核定公開，每五年至少檢討一次，內容含現況分析、部門目標及評量指標、期程、策略措施經費誘因、效益影響、管考。第8條：部門成果報告每年九月三十日前送中央主管機關。第9條：未達目標者併提改善措施。第10條：排放量調查統計每年三月三十一日前提送。第11條：國家清冊每年六月三十日前公開。第12條：國家報告每三年編撰一次。第13條：地方減量執行方案於部門行動方案核定後八個月內送核定，每五年檢討。第19條：地方調適執行方案於核定後一年內送，每四年檢討。	Articles 5–13 and 19.	active	8		
ENV-4245	ENV	ENV-84	氣候變遷因應法施行細則	第11條	民國112年12月29日	氣候細則-國家清冊與國家報告	3	國家溫室氣體排放清冊應於每年何時前公開？溫室氣體國家報告每幾年編撰一次？	每年六月三十日前公開；每三年編撰一次，於第三年十一月三十日前報行政院核定後公開	每年十二月三十一日前公開；每二年編撰一次，於第二年三月三十一日前報總統府核定後公開	每年三月三十一日前公開；每年編撰一次，於當年十二月三十一日前報行政院核定後公開	每年九月三十日前公開；每五年編撰一次，於第五年六月三十日前報立法院審議後公開	The national GHG inventory must be published by, and the national GHG report is compiled every:	June 30 each year; every 3 years, approved by the Executive Yuan by November 30 of the third year	December 31 each year; every 2 years, approved by the Presidential Office by March 31 of the second year	March 31 each year; every year, approved by the Executive Yuan by December 31	September 30 each year; every 5 years, reviewed by the Legislative Yuan by June 30 of the fifth year	a	第10條：中央目的事業主管機關排放量調查統計成果每年三月三十一日前提送，含前二年排放量或碳匯量及活動數據排放係數。第11條：國家清冊彙整各機關每年四月三十日前提送之內容於每年六月三十日前公開，內容含全國排放及吸收趨勢、能源工業製程農業土地利用林業廢棄物等部門統計、LULUCF 吸收趨勢。第12條：國家報告每三年編撰一次於第三年十一月三十日前報行政院核定後公開，內容含國情資料、排放吸收統計趨勢、減量政策措施、排放預測、衝擊調適、觀測研究、技術研發、國際合作、教育培訓。第24條：應公開事項於完成或核定後三十日內公開於指定網站。	Articles 10–12 and 24.	active	8		
ENV-4264	ENV	ENV-85	溫室氣體排放量盤查登錄及查驗管理辦法	第3條	民國114年12月19日	盤查登錄-範疇與氣體	2	事業辦理溫室氣體排放量盤查，應涵蓋哪些排放源？溫室氣體種類包括？	供應鏈上下游之其他間接排放及運輸排放，以及產品使用及廢棄階段之能源間接排放；二氧化碳、甲烷、水蒸氣、臭氧、氟氯碳化物、氨、硫化氫及公告物質	固定與移動燃燒、製程及逸散排放源之直接排放，以及外購電力或蒸汽之能源間接排放；二氧化碳、甲烷、氧化亞氮、氫氟碳化物、全氟碳化物、六氟化硫、三氟化氮及公告物質	僅固定燃燒排放源之直接排放，以及員工通勤與商務差旅之能源間接排放；二氧化碳、一氧化碳、二氧化硫、氮氧化物、揮發性有機物、臭氧、懸浮微粒及公告物質	外購原料及包材之隱含碳排放，以及廢棄物委外處理與污水處理之能源間接排放；二氧化碳、甲烷、氧化亞氮、一氧化碳、二氧化硫、氫氣、氦氣及公告物質	GHG inventories must cover which emission sources, and which gases?	Other indirect emissions up and down the supply chain, plus indirect energy emissions from product use and disposal stages; CO₂, CH₄, water vapour, ozone, CFCs, ammonia, H₂S and announced substances	Direct emissions from stationary and mobile combustion, process and fugitive sources, plus indirect emissions from purchased electricity or steam; CO₂, CH₄, N₂O, HFCs, PFCs, SF₆, NF₃ and announced substances	Only direct emissions from stationary combustion sources, plus indirect energy emissions from employee commuting and business travel; CO₂, CO, SO₂, NOx, VOCs, ozone, particulates and announced substances	Embedded carbon of purchased raw materials and packaging, plus indirect energy emissions from outsourced waste disposal and wastewater treatment; CO₂, CH₄, N₂O, CO, SO₂, hydrogen, helium and announced substances	b	第2條：排放係數法質量平衡法直接監測法及盤查查驗之定義。第3條：事業以核准設立登記營運之邊界盤查固定與移動燃燒排放源製程排放源及逸散排放源之直接排放及外購電力或蒸汽之能源間接排放；氣體為二氧化碳甲烷氧化亞氮氫氟碳化物全氟碳化物六氟化硫三氟化氮及公告物質；相同類型逸散源排放量低於總量百分之零點零五且未達五公噸 CO2e 者得連續二年採用最近一期登錄量；特約加盟門市由他人經營者至少涵蓋外購電力間接排放。第4條：以排放係數法質量平衡法直接監測法計算，以公噸二氧化碳當量表示四捨五入至小數點後第三位；直接監測法應提出監（檢）測計畫書核定。第5條：熱值碳含量由許可檢測機構或 ISO/IEC 17025 實驗室依 NIEA、CNS、USEPA 等方法檢測。	Articles 2–5.	active	8		
ENV-4268	ENV	ENV-85	溫室氣體排放量盤查登錄及查驗管理辦法	第6條、第9條、第14條	民國114年12月19日	盤查登錄-期限	3	事業應於每年何時前登錄前一年度之排放量清冊及盤查報告書？查驗結果應於每年何時前上傳？相關資料應保存幾年？	三月三十一日前登錄；六月三十日前上傳查驗結果；保存三年	六月三十日前登錄；十二月三十一日前上傳查驗結果；保存五年	四月三十日前登錄；十月三十一日前上傳查驗結果；保存六年	一月三十一日前登錄；四月三十日前上傳查驗結果；保存十年	Enterprises must register the previous year's emission inventory and report by, upload verification results by, and keep records for:	March 31; June 30; 3 years	June 30; December 31; 5 years	April 30; October 31; 6 years	January 31; April 30; 10 years	c	第6條：每年四月三十日前將前一年度排放量清冊及盤查報告書登錄於事業溫室氣體排放量資訊平台。第7條：盤查報告書含基本資料、排放源平面配置、製程流程產製期程產量、排放源單元及氣體種類、原物料燃料種類成分碳含量熱值用量、減量措施、排放源增設拆除、計算方法參數數據來源檢測方法日期、各排放源排放量；非製造業另列分公司門市地址電號及電力分配比例。第8條：公告應查驗者由許可查驗機構查驗，合理保證等級，不得連續六年由同一主導查驗員執行。第9條：每年十月三十一日前上傳查驗總結報告及聲明書結果。第10條：補正總日數不超過三十日。第11條：不可抗力得申請展延最長六十日。第12條：停業歇業解散九十日內辦理。第14條：資料保存六年。第15條：未依期限登錄上傳、未補正、未保存、總排放量與查核差異達百分之五以上者限期補正改善屆期未完成處罰鍰。	Articles 6–15.	active	8		
ENV-4270	ENV	ENV-85	溫室氣體排放量盤查登錄及查驗管理辦法	第8條	民國114年12月19日	盤查登錄-查驗	3	經公告應查驗之事業，其排放量清冊及盤查報告書應由何者查驗？查驗方式有何規定？	取得地方主管機關許可之環境檢測機構查驗；查驗結果應為有限保證等級，且不得連續三年由同一查驗機構執行（更換確有困難經同意者除外）	取得中央主管機關許可之查驗機構查驗；查驗結果應為合理保證等級，且不得連續六年由同一主導查驗員執行（更換確有困難經同意者除外）	由事業內部稽核單位自行查驗；查驗結果應為絕對保證等級，且每年應更換主導查驗員一次（人力確有不足報經備查者除外）	取得經濟部認可之會計師事務所查驗；查驗結果應為高度保證等級，且不得連續十年由同一簽證會計師執行（更換確有困難經同意者除外）	Designated enterprises must have their inventories verified by whom, under what rules?	An environmental testing organization licensed by the local authority; the result must be a limited assurance level, and the same organization may not serve three consecutive years (unless approved)	A verification body licensed by the central authority; reasonable assurance level, and the same lead verifier may not serve six consecutive years (unless replacement is proven impractical and approved)	The enterprise's own internal audit unit; the result must be an absolute assurance level, and the lead verifier must be replaced once every year (unless a staffing shortage is reported for record)	A CPA firm recognized by the Ministry of Economic Affairs; the result must be a high assurance level, and the same certifying CPA may not serve ten consecutive years (unless replacement is impractical and approved)	b	第8條：公告指定應查驗者其排放量清冊及盤查報告書應經取得中央主管機關許可之查驗機構查驗；查驗結果應為合理保證等級；查驗作業不得連續六年由同一主導查驗員執行，更換確有困難檢具證明經同意者不在此限。第9條：原登錄資料與查驗結果不一致者應併同上傳修正後之清冊及報告書。第13條：主管機關查核得通知備妥原物料燃料用量產品產量紀錄、製程操作紀錄、進貨生產銷貨存貨憑證帳冊等。第16條：知悉營業秘密及隱私者應保密。	Articles 8–9, 13 and 16.	active	8		
ENV-4284	ENV	ENV-86	碳費收費辦法	第3條、第4條	民國113年8月29日	碳費-徵收對象	3	碳費徵收對象為何？碳費應於每年何時前自行申報繳納？	具公告應盤查登錄及查驗排放源且全廠直接排放年合計達五萬公噸 CO2e 以上而不計使用電力間接排放之製造業；每年八月底前	具公告應盤查登錄及查驗排放源且全廠直接排放及使用電力間接排放年合計達二萬五千公噸 CO2e 以上之電力、燃氣供應業及製造業；每年五月底前	具公告應查驗排放源且全廠直接排放及使用電力間接排放年合計達一萬公噸 CO2e 以上之所有行業，含農業及營造業；每年十二月底前	具公告應盤查登錄排放源之所有事業，不論全廠直接排放及使用電力間接排放年合計排放量多寡，含服務業及運輸業；每年三月底前	Who pays the carbon fee, and by when must it be self-declared and paid each year?	Manufacturers with designated sources whose plant-wide direct emissions alone reach 50,000 t CO₂e a year, excluding electricity-related indirect emissions; by the end of August each year	Electricity, gas supply and manufacturing enterprises with designated sources whose plant-wide direct plus electricity-related indirect emissions reach 25,000 t CO₂e a year; by the end of May	All industries with sources designated for verification whose plant-wide direct plus electricity-related indirect emissions reach 10,000 t CO₂e a year, including agriculture; by the end of December	All enterprises with sources designated for inventory registration, regardless of their plant-wide direct and indirect annual emissions, including service and transport industries; by the end of March	b	第2條：碳費指對事業經盤查登錄與查驗後之直接排放量及使用電力間接排放量換算 CO2e 徵收之費用。第3條：對象為具公告應盤查登錄及查驗排放源且全廠直接排放及使用電力間接排放年排放量合計達二萬五千公噸 CO2e 以上之電力燃氣供應業及製造業。第4條：費率公告生效次年起每年五月底前依前一年度排放量按費率自行計算，填申報書繳款單繳納至指定專戶後網路申報；第一年未滿一年依月份比例計算。第20條：申報資料繳費收據等保存六年。第21條：不可抗力得申請展延。	Articles 2–4, 20–21.	active	8		
ENV-4287	ENV	ENV-86	碳費收費辦法	第5條	民國113年8月29日	碳費-計算	3	碳費之收費排放量如何計算？K 值為多少？高碳洩漏風險事業之 K 值？	收費排放量＝（年排放量＋K 值）×排放量調整係數；K 值五萬公噸 CO2e；高碳洩漏風險事業 K 值為十萬公噸	收費排放量＝年排放量÷排放量調整係數＋K 值；K 值二萬五千公噸 CO2e；高碳洩漏風險事業 K 值為二萬五千公噸	收費排放量＝年排放量×排放量調整係數－K 值；K 值一萬公噸 CO2e；高碳洩漏風險事業 K 值為五萬公噸	收費排放量＝（年排放量－K 值）×排放量調整係數；K 值二萬五千公噸 CO2e；高碳洩漏風險事業 K 值為零	How is the chargeable emission volume calculated, what is K, and what is K for high carbon leakage risk enterprises?	Chargeable volume = (annual emissions + K) × adjustment factor; K is 50,000 t CO₂e; K is 100,000 t for high leakage risk enterprises	Chargeable volume = annual emissions ÷ adjustment factor + K; K is 25,000 t CO₂e; K is 25,000 t for high leakage risk enterprises	Chargeable volume = annual emissions × adjustment factor − K; K is 10,000 t CO₂e; K is 50,000 t for high leakage risk enterprises	Chargeable volume = (annual emissions − K) × emission adjustment factor; K is 25,000 t CO₂e; K is zero for high leakage risk enterprises	d	第5條：碳費＝收費排放量×徵收費率；收費排放量＝（年排放量－K 值）×排放量調整係數；K 值二萬五千公噸 CO2e，高碳洩漏風險事業 K 值為零；收費排放量四捨五入至小數點後第三位，費額取整數無條件捨去。第6條：取得核定自主減量計畫並認定高碳洩漏風險者調整係數第一期 0.2、第二期 0.4、第三期 0.6，非高碳洩漏風險者為 1；應於繳費年度一月三十一日前申請認定，審查小組三個月內審查。第7條：抵換增量者得申請扣除年排放量。第8條：生產電力事業得檢具電力消費排放量證明扣除。	Articles 5–8.	active	8		
ENV-4288	ENV	ENV-86	碳費收費辦法	第6條	民國113年8月29日	碳費-調整係數	3	取得核定自主減量計畫並經認定屬高碳洩漏風險之事業，其排放量調整係數值第一期至第三期各為多少？非高碳洩漏風險者？	第一期 0.5、第二期 0.7、第三期 0.9；非高碳洩漏風險者為 1.2	第一期 0.8、第二期 0.6、第三期 0.4；非高碳洩漏風險者為 0.8	第一期 0.2、第二期 0.4、第三期 0.6；非高碳洩漏風險者為 1	第一期 0.1、第二期 0.2、第三期 0.3；非高碳洩漏風險者為 0.5	For enterprises with an approved voluntary reduction plan recognized as high carbon leakage risk, the emission adjustment factors for phases 1 to 3 are, and for others:	0.5, 0.7 and 0.9; 1.2 for non-leakage-risk enterprises	0.8, 0.6 and 0.4; 0.8 for non-leakage-risk enterprises	0.2, 0.4 and 0.6; 1 for non-leakage-risk enterprises	0.1, 0.2 and 0.3; 0.5 for non-leakage-risk enterprises	c	第6條：事業取得中央主管機關核定之自主減量計畫並經審查認定屬高碳洩漏風險行業者，排放量調整係數第一期 0.2、第二期 0.4、第三期 0.6；非屬者為 1；應於繳費當年度一月三十一日前申請認定，依行業別排放密集度及貿易密集度等審核原則，審查小組於三個月內作成准駁。第9條：以國內減量額度扣除收費排放量上限為收費排放量百分之十，自願減量或抵換專案額度扣除比率 1.2，先期專案額度供非高碳洩漏風險事業使用比率 0.3 且僅開徵後前三年。第10條：非高碳洩漏風險事業以認可國外減量額度扣除上限百分之五。第11條：每年五月底前檢具註銷證明申請扣除。	Articles 6 and 9–11.	active	8		
