code	file	index	law_id	article	issue	detail	question
D2	batch1_a	39	OSH-01	第20條	正確選項缺依據	費用由雇主負擔；紀錄由雇主保存	勞工體格及健康檢查之費用由何人負擔？檢查紀錄由何人保存？
D2	batch1_b	2	OSH-01	第20條	正確選項缺依據	有接受之義務	勞工對於雇主依法安排之體格及健康檢查，有無接受之義務？
D2	batch1_b	6	OSH-01	第22-1條	正確選項缺依據	依規定進行之正常工作考核	本法所稱「職場霸凌」，其行為特徵不包括下列何者？
D2	batch1_b	9	OSH-01	第22-2條	正確選項缺依據	應續行調查	雇主因接獲被霸凌勞工申訴而知悉時，對申訴事件進行調查；申訴人有意願者得予協調，若
D2	batch1_b	23	OSH-01	第27條	正確選項缺依據	代承攬人投保勞工保險	下列何者不是本法第27條第1項原事業單位於共同作業時應採取之必要措施？
D2	batch1_b	28	OSH-01	第29條	正確選項缺依據	辦公室影印文件	下列何者不屬本法第29條禁止未滿十八歲者從事之工作？
D2	batch1_b	29	OSH-01	第30條	正確選項缺依據	異常氣壓之工作	依本法第30條第1項，雇主不得使妊娠中之女性勞工從事下列何種工作？
D2	batch1_b	36	OSH-01	第33條	正確選項缺依據	使勞工周知	依本法第33條，雇主應負責宣導本法及有關安全衛生之規定，目的為何？
D2	batch1_b	40	OSH-01	第37條	正確選項缺依據	勞工代表	事業單位工作場所發生職業災害，雇主應即採取急救、搶救等措施，並會同何人實施調查、
D2	batch1_c	0	OSH-01	第38條	正確選項缺依據	按月	中央主管機關指定之事業，雇主應依規定填載職業災害內容及統計，多久報請勞動檢查機構
D2	batch1_c	16	OSH-02	第8條	正確選項缺依據	雇主之營運成本高低	施行細則對本法第5條「合理可行範圍」之定義，其判斷依據不包括下列何者？
D2	batch1_c	17	OSH-02	第12條	正確選項缺依據	固定式起重機	下列何者不是施行細則第12條所列本法第7條指定之機械、設備或器具？
D2	batch1_c	24	OSH-02	第22條	正確選項缺依據	動力堆高機	下列何者不屬施行細則第22條所列具有危險性之機械？
D2	batch1_c	25	OSH-02	第23條	正確選項缺依據	蒸汽鍋爐	下列何者屬施行細則第23條所列具有危險性之設備？
D2	batch1_c	26	OSH-02	第24條	正確選項缺依據	年終檢查	下列何者不是施行細則第24條所列危險性機械設備之檢查項目？
D2	batch1_c	29	OSH-02	第25條	正確選項缺依據	強風、大雨或地震	從事河川工程、河堤、海堤或圍堰等作業，因何種情形致有發生危險之虞，屬施行細則第2
D1	batch1_c	32	OSH-02	第32條	選項b 疑似也對	擬訂規劃推動及督導職業安全衛生有關業務	施行細則第32條所定安全衛生組織中，「職業安全衛生委員會」之功能為何？
D2	batch1_c	33	OSH-02	第33條	正確選項缺依據	勞動檢查員	下列何者不屬施行細則第33條所稱之安全衛生人員？
D1	batch1_c	37	OSH-02	第41條	選項a 疑似也對	事業之安全衛生管理及各級之權責	下列何者不是施行細則第41條所定安全衛生工作守則應包含之內容？
D2	batch1_c	37	OSH-02	第41條	正確選項缺依據	公司年度營收目標	下列何者不是施行細則第41條所定安全衛生工作守則應包含之內容？
D2	batch1_c	38	OSH-02	第43條	正確選項缺依據	由工會推派	事業單位設有工會者，本法第34條及第37條所定「勞工代表」由何者產生？
D2	batch2_a	2	OSH-07	第6條	正確選項缺依據	堆高機	職業安全衛生設施規則所稱「車輛機械」，下列何者屬之？
D2	batch2_a	3	OSH-07	第13條	正確選項缺依據	汽油	依設施規則第13條，下列何者屬閃火點未滿攝氏零下三十度之易燃液體？
D2	batch2_a	4	OSH-07	第12條	正確選項缺依據	金屬鈉	下列何者屬設施規則第12條所稱之「著火性物質」？
D1	batch2_a	6	OSH-07	第19-1條	選項a 疑似也對	非供勞工在其內部從事經常性作業	設施規則所稱「局限空間」之定義，不包括下列何項特徵？
D2	batch2_a	6	OSH-07	第19-1條	正確選項缺依據	面積在十平方公尺以下	設施規則所稱「局限空間」之定義，不包括下列何項特徵？
D2	batch2_a	12	OSH-07	第29-1條	正確選項缺依據	危害防止計畫	雇主使勞工於局限空間作業前，應先確認有無危害，有危害之虞者應訂定何種計畫？
D2	batch2_a	16	OSH-07	第29-6條	正確選項缺依據	指定專人確認無危害之虞，並簽署動火許可	勞工進入局限空間從事焊接、切割等動火作業時，除進入許可外，還應辦理何事？
D2	batch2_a	20	OSH-07	第34條	正確選項缺依據	外開式	設置於緊急避難用出口或通道之門，應為何種型式？
D2	batch2_a	24	OSH-07	第41條	正確選項缺依據	動力堆高機	下列何種機械依設施規則第41條，應具安全構造並依機械設備器具安全標準辦理？
D2	batch2_a	29	OSH-07	第56條	正確選項缺依據	手套	對於鑽孔機、截角機等旋轉刃具作業，勞工手指有觸及之虞者，雇主應明確告知及標示勞工
D2	batch2_a	30	OSH-07	第57條	正確選項缺依據	停止運轉及送料、上鎖及設置標示防止誤操作、設置防止落下物之設備	機械之掃除、上油、檢查、修理有導致危害之虞時，應採取下列何種措施？
D2	batch2_a	36	OSH-07	第73條	正確選項缺依據	覆蓋及連鎖裝置	離心機械應裝置何種裝置，使覆蓋未完全關閉時無法啟動？
D2	batch2_a	48	OSH-07	第108條	正確選項缺依據	應分開貯存	高壓氣體貯存，可燃性氣體、有毒性氣體及氧氣之鋼瓶應如何處理？
D2	batch2_a	49	OSH-07	第116條	正確選項缺依據	不得搭載	車輛系營建機械及堆高機，除乘坐席位外，於作業時是否得搭載勞工？
D2	batch2_a	51	OSH-07	第116條	正確選項缺依據	駕駛座安全帶	使用座式操作之配衡型堆高機及側舉型堆高機，駕駛勞工應確實使用何種裝備？
D2	batch2_a	53	OSH-07	第119條	正確選項缺依據	堅固頂蓬	使用於作業場所之車輛系營建機械，應設置何種裝置以防止物體掉落之危害？
D2	batch2_a	54	OSH-07	第120條	正確選項缺依據	行經路線及作業方法	車輛系營建機械作業有翻落、表土崩塌之虞者，雇主事先決定之事項中，應告知作業勞工者
D2	batch2_a	55	OSH-07	第124條	正確選項缺依據	後扶架	堆高機非置備何種裝置者不得使用？
D2	batch2_b	9	OSH-07	第174條	正確選項缺依據	氧氣	從事熔接、熔斷等使用明火之作業時，不得以何種氣體供為通風或換氣之用？
D2	batch2_b	11	OSH-07	第179-1條	正確選項缺依據	槽車引擎熄火並設置輪擋	使用槽車從事灌注或卸收危險物作業前，應採取何種措施？
D2	batch2_b	15	OSH-07	第190條	正確選項缺依據	專用板手	熔接用可燃性氣體及氧氣之容器，使用時應留置何物於容器閥柄上，以備緊急時遮斷氣源？
D2	batch2_b	17	OSH-07	第199條	正確選項缺依據	平房	處理危險物之乾燥室，原則上應為何種建築？
D2	batch2_b	28	OSH-07	第226條	正確選項缺依據	使勞工停止作業	高度二公尺以上之作業場所遇強風、大雨等惡劣氣候致有墜落危險時，雇主應如何？
D2	batch2_b	39	OSH-07	第254條	正確選項缺依據	停電作業區藍色、有電危險區紅色	停電作業時，停電作業範圍應以何種顏色之帶或網加圍？有電部分則以何種顏色？
D2	batch2_b	46	OSH-07	第274條	正確選項缺依據	橡皮手套	電氣技術人員以操作棒操作高壓開關時，應使用何種防護具？
D2	batch2_b	53	OSH-07	第287-1條	正確選項缺依據	純氧氣體	使勞工使用輸氣管面罩呼吸防護具時，應避免使用何種氣體供氣？
D2	batch2_b	60	OSH-07	第303-1條	正確選項缺依據	第四級	戶外作業熱危害風險等級達熱指數對照表第幾級以上者，應設置遮陽設施及具降溫效果之休
D2	batch2_b	72	OSH-07	第324-5條	正確選項缺依據	適當之坐具	對於連續站立作業之勞工，雇主應設置何種設備供休息時使用？
D2	batch2_b	73	OSH-07	第324-6條	正確選項缺依據	禁止勞工飲水以免上廁所	使勞工從事戶外作業防範熱疾病之危害預防措施，不包括下列何者？
D2	batch2_c	1	OSH-36	第3條	正確選項缺依據	施工規劃階段	依營造標準第3條，雇主應於何階段依設計階段之風險評估及圖說實施風險評估，並將安全
D3	batch2_c	5	OSH-36	第11-2條、第174條	選項a 中英數值不同	zh多:[7.0] en多:[116.0]	依民國115年修正之營造標準第11條之2，進入營繕工程工作場所作業人員應於事前接
D3	batch2_c	5	OSH-36	第11-2條、第174條	選項b 中英數值不同	zh多:[7.0] en多:[115.0]	依民國115年修正之營造標準第11條之2，進入營繕工程工作場所作業人員應於事前接
D3	batch2_c	5	OSH-36	第11-2條、第174條	選項d 中英數值不同	zh多:[7.0] en多:[117.0]	依民國115年修正之營造標準第11條之2，進入營繕工程工作場所作業人員應於事前接
D2	batch2_c	20	OSH-36	第28條	正確選項缺依據	不得，但設置滑槽、圍屏、警示線及專責監視人員者不在此限	雇主得否使勞工以投擲之方式運送物料？
D2	batch2_c	28	OSH-36	第47條	正確選項缺依據	不得	雇主得否使勞工在施工架上使用梯子、合梯或踏凳從事作業？
D2	batch2_c	43	OSH-36	第73條	正確選項缺依據	對接，並加設護材	擋土支撐之構築，壓力構材之接頭應採何種方式？
D2	batch2_c	46	OSH-36	第80條	正確選項缺依據	予以清點或登記	隧道、坑道開挖作業，雇主應於勞工進出隧道、坑道時如何辦理？
D2	batch2_c	53	OSH-36	第110條	正確選項缺依據	有接頭者	基樁等施工設備之捲揚鋼纜，下列何種情形不得使用？
D2	batch3_a	4	OSH-34	第5條	正確選項缺依據	純氧氣體	從事缺氧危險作業時應適當換氣，保持氧氣濃度在百分之十八以上；實施換氣時不得使用何
D2	batch3_a	7	OSH-34	第8條	正確選項缺依據	使出入口之門或蓋不致閉鎖	使勞工於冷藏室、冷凍室、地窖等密閉設施內部作業時，作業期間應採取何種措施？
D2	batch3_a	11	OSH-34	第20條	正確選項缺依據	缺氧作業主管	雇主使勞工從事缺氧危險作業時，應於每一班次指定何人從事監督事項？
D2	batch3_a	18	OSH-34	第17條	正確選項缺依據	予以確認或點名登記	雇主使勞工從事缺氧危險作業時，對進出各該場所之勞工應如何處理？
D3	batch3_a	23	OSH-15	第8條	選項b 中英數值不同	zh多:[55.0] en多:[5.0, 50.0]	勞工有下列何種情事時，雇主不得使其從事高架作業？
D1	batch3_a	27	OSH-14	第3條	選項b 疑似也對	07×自然濕球溫度＋02×黑球溫度＋01×乾球溫度	戶內或戶外無日曬情形之綜合溫度熱指數計算公式為何？
D1	batch3_a	28	OSH-14	第4條	選項b 疑似也對	僅以坐姿或立姿進行手臂部動作以操縱機器	高溫作業標準所稱「重工作」，指下列何者？
D1	batch3_a	28	OSH-14	第4條	選項c 疑似也對	於走動中提舉或推動一般重量物體	高溫作業標準所稱「重工作」，指下列何者？
D2	batch3_a	30	OSH-14	第5條	正確選項缺依據	0%休息、100%作業	重工作之時量平均綜合溫度熱指數達攝氏 25.9 度時，其每小時作息比例為何？
D2	batch3_a	34	OSH-14	第7條	正確選項缺依據	不得減少	實施高溫作業作息時間標準後降低工作時間之勞工，其原有工資應如何？
D2	batch3_a	35	OSH-14	第9條	正確選項缺依據	飲用水及食鹽	雇主使勞工從事高溫作業時，應充分供應何物？
D2	batch3_b	10	OSH-18	第20條	正確選項缺依據	中間壓減時間；重體力作業	勞工當日從事二次以上高壓室內作業時，為減少體內氮氣殘留，前次減壓終了起應給與之時
D2	batch3_b	14	OSH-18	第30條	正確選項缺依據	每日；每週	高壓室內作業之輸氣管、排氣管及通話設備應多久檢點一次？自動警報裝置與輸氣用空氣壓
D2	batch3_b	34	OSH-18	第57條	正確選項缺依據	救生衣	使用水肺從事潛水作業時，除攜帶水中計時器、深度表及潛水刀外，並應使勞工著用何物？
D2	batch3_b	41	OSH-12	第5條	正確選項缺依據	產品售價	裝有危害性化學品之容器，應標示之事項不包括下列何者？
D1	batch3_b	49	OSH-12	第17條	選項c 疑似也對	安全資料表置於工作場所易取得之處	雇主為使勞工知悉危害性化學品之危害資訊，應採取之措施不包括下列何者？
D2	batch3_b	49	OSH-12	第17條	正確選項缺依據	將安全資料表鎖在主管辦公室	雇主為使勞工知悉危害性化學品之危害資訊，應採取之措施不包括下列何者？
D2	batch3_b	51	OSH-12	第18條	正確選項缺依據	中央主管機關	製造者、輸入者或供應者為保護商品營業秘密，欲保留揭示安全資料表中之危害成分名稱等
D3	batch3_b	54	OSH-12	第23條	選項b 中英數值不同	zh多:[9.0] en多:[115.0]	民國115年8月26日修正發布之第5條附表一及第12條附表四，自何時施行？
D3	batch3_b	54	OSH-12	第23條	選項d 中英數值不同	zh多:[7.0] en多:[117.0]	民國115年8月26日修正發布之第5條附表一及第12條附表四，自何時施行？
D2	batch3_b	56	OSH-12	第10條	正確選項缺依據	得免再標示	裝有危害性化學品之容器於運輸時已依交通法規設置標示者，該容器於工作場所內運輸時是
D2	batch3_c	0	OSH-34	第1條	正確選項缺依據	第六條第三項	缺氧症預防規則係依職業安全衛生法第幾條規定訂定？
D2	batch3_c	2	OSH-34	第2條	正確選項缺依據	該等物質易吸收空氣中之氧氣	置放煤、褐煤、硫化礦石、鋼材、鐵屑、原木片、乾性油、魚油等物質之儲槽或倉庫內部屬
D2	batch3_c	11	OSH-15	第1條	正確選項缺依據	第十九條第二項	高架作業勞工保護措施標準係依職業安全衛生法第幾條規定訂定？
D2	batch3_c	13	OSH-15	第8條	正確選項缺依據	不得	身體虛弱經醫師診斷認為身體狀況不良之勞工，雇主得否使其從事高架作業？
D2	batch3_c	14	OSH-14	第2條	正確選項缺依據	不包括在高溫作業內	高溫作業已採取自動化操作方式且勞工無暴露熱危害之虞者，是否適用高溫作業標準？
D2	batch3_c	15	OSH-14	第3條	正確選項缺依據	各次熱指數乘各次工作時間之總和，除以總工作時間	時量平均綜合溫度熱指數之計算方式為何？
D2	batch3_c	16	OSH-14	第4條	正確選項缺依據	中度工作	於走動中提舉或推動一般重量物體之工作，屬何種工作？
D2	batch3_c	19	OSH-14	第8條	正確選項缺依據	從其規定	雇主原訂高溫作業勞工之工作條件優於高溫作業標準者，應如何？
D2	batch3_c	21	OSH-18	第8條	正確選項缺依據	空氣清淨裝置	空氣壓縮機與作業室或氣閘室之間應設置何種裝置？
D2	batch3_c	22	OSH-18	第11條	正確選項缺依據	能迅即告知操作勞工之自動警報裝置	為防止空氣壓縮機輸往作業室之空氣發生異常升溫，應設置何種裝置？
D2	batch3_c	32	OSH-18	第42條	正確選項缺依據	水下切割及熔接、進出沈船洞穴、夜間低能見度水域、高速水流水域	下列何者屬應提供必要裝備並告知特殊危害預防事項之特殊危險潛水作業？
D2	batch3_c	36	OSH-18	第54條	正確選項缺依據	每週；每半年	使用水面供氣設備潛水時，空氣壓縮機或手動氣泵應多久檢點一次？流量計應多久檢點一次
D2	batch3_c	37	OSH-18	第54條	正確選項缺依據	每半年	使用水肺供氣潛水者，其氣瓶應多久檢點一次？
D2	batch3_c	39	OSH-18	第66條	正確選項缺依據	移動型者	再壓室應設置主再壓室及副再壓室，但何者不在此限？
D1	batch4_a	10	OSH-09	第5-1條	選項b 疑似也對	擬訂規劃推動及督導安全衛生管理事項並指導有關部門	依職業安全衛生管理辦法，職業安全衛生委員會之職責為何？
D1	batch4_a	11	OSH-09	第5-1條	選項d 疑似也對	指揮監督所屬執行安全衛生管理事項	事業單位未置有職業安全（衛生）管理師、職業安全衛生管理員者，其職業安全衛生業務主
D1	batch4_a	14	OSH-09	第7條	選項b 疑似也對	領有職業安全管理甲級技術士證照	下列何者為職業安全衛生管理員之資格之一？
D1	batch4_a	16	OSH-09	第7條	選項b 疑似也對	職業安全衛生業務主管教育訓練者	營造業之事業單位的職業安全衛生業務主管，應由何人選任？
D1	batch4_a	16	OSH-09	第7條	選項c 疑似也對	領有職業安全衛生管理乙級技術士證照	營造業之事業單位的職業安全衛生業務主管，應由何人選任？
D2	batch4_a	28	OSH-09	第12-3條	正確選項缺依據	依變更管理程序辨識危害、評估風險並採取預防措施，檢討更新文件並使勞工知悉及受訓	應建置管理系統之事業單位，於引進或修改製程、作業程序、材料及設備前，應如何？
D2	batch4_a	34	OSH-09	第15-1條、第15-2條	正確選項缺依據	每月	雇主對高空工作車，應每年實施整體檢查一次外，每多久定期檢查制動裝置、作業裝置及安
D1	batch4_a	39	OSH-09	第22條	選項b 疑似也對	終點極限開關緊急停止裝置制動器控制裝置	雇主對升降機應每年整體檢查一次，每月檢查之項目不包括下列何者？
D2	batch4_a	39	OSH-09	第22條	正確選項缺依據	車廂內裝飾	雇主對升降機應每年整體檢查一次，每月檢查之項目不包括下列何者？
D2	batch4_a	40	OSH-09	第24條	正確選項缺依據	每月	雇主對吊籠應每多久定期檢查過捲預防裝置、制動器、吊臂伸臂工作台、升降裝置配線配電
D2	batch4_a	42	OSH-09	第27條	正確選項缺依據	每年	雇主對乾燥設備及以氣體或液體燃料為熱源之加熱設備，應每多久定期檢查一次？
D2	batch4_a	43	OSH-09	第30條、第31條	正確選項缺依據	每年	雇主對高壓電氣設備及低壓電氣設備，應每多久定期檢查一次？
D2	batch4_a	44	OSH-09	第31-1條	正確選項缺依據	每月	雇主對於防爆電氣設備，應每多久定期檢查本體及配管配線有無損傷變形一次？
D2	batch4_a	45	OSH-09	第32條	正確選項缺依據	每月	雇主對鍋爐應每多久定期檢查本體、燃燒裝置、自動控制裝置及附屬裝置一次？
D2	batch4_a	46	OSH-09	第33條	正確選項缺依據	每月	雇主對高壓氣體特定設備、高壓氣體容器及第一種壓力容器，應每多久定期檢查一次？
D2	batch4_a	49	OSH-09	第40條	正確選項缺依據	每年	雇主對局部排氣裝置、空氣清淨裝置及吹吸型換氣裝置，應每多久定期檢查一次？
D2	batch4_a	50	OSH-09	第42條	正確選項缺依據	每個月	雇主對異常氣壓之再壓室或減壓艙，應每多久定期檢查輸排氣設備、通話設備警報裝置、漏
D2	batch4_a	54	OSH-09	第45條	正確選項缺依據	初次使用前	雇主對第二種壓力容器及減壓艙，應於何時實施重點檢查？
D2	batch4_a	57	OSH-09	第50條	正確選項缺依據	每日作業前	雇主對車輛機械，應於何時就制動器、連結裝置、儀器、蓄電池配線控制裝置實施檢點？
D2	batch4_a	59	OSH-09	第58條	正確選項缺依據	每日作業前	雇主對起重機械使用之吊掛用鋼索、吊鏈、纖維索、吊鉤、吊索、鏈環等用具，應於何時實
D2	batch4_a	60	OSH-09	第60條	正確選項缺依據	可動範圍外	雇主對工業用機器人每日作業前實施檢點時，應儘可能在何處為之？
D2	batch4_a	66	OSH-09	第79條	正確選項缺依據	自動檢查計畫	雇主依規定實施定期檢查、重點檢查及作業檢點（機械設備部分），應訂定何種計畫？
D2	batch4_a	70	OSH-09	第84條	正確選項缺依據	原事業單位（必要時得會同承攬人；承攬人有能力時得書面約定由其為之）	事業單位交付承攬時，承攬人使用之機械設備係由原事業單位提供者，其定期檢查及重點檢
D2	batch4_b	2	OSH-11	第5條	正確選項缺依據	到職前	雇主對擔任職業安全管理師、職業衛生管理師及職業安全衛生管理員之勞工，應於何時使其
D2	batch4_b	5	OSH-11	第10條	正確選項缺依據	擋土支撐、露天開挖、模板支撐、隧道挖掘、隧道襯砌、施工架組配、鋼構組配、屋頂作業	下列何者屬營造作業主管之安全衛生教育訓練對象？
D2	batch4_b	11	OSH-11	第14條	正確選項缺依據	特殊作業人員	吊升荷重在零點五公噸以上未滿三公噸之移動式起重機操作人員，屬何種教育訓練對象？
D2	batch4_b	27	OSH-11	第37條	正確選項缺依據	使用中文，輔以圖說實例或災害案例；使用公制單位；橫式由左至右；載明編輯委員	教育訓練教材之編撰原則，下列何者正確？
D2	batch4_b	51	OSH-10	第21條	正確選項缺依據	游離輻射、粉塵、苯、石綿、氯乙烯、甲醛、鎘等	從事下列何種作業之特殊體格（健康）檢查紀錄，應至少保存三十年？
D2	batch4_b	52	OSH-10	第22條	正確選項缺依據	第四級管理	特殊健康檢查結果部分或全部項目異常，經職醫綜合判定為異常且與工作有關者，屬第幾級
D2	batch4_c	1	OSH-08	第2條	正確選項缺依據	甲類	從事石油產品之裂解反應以製造石化基本原料之工作場所，屬何類危險性工作場所？
D2	batch4_c	2	OSH-08	第2條	正確選項缺依據	乙類	使用異氰酸甲酯、氯化氫、氨、甲醛、過氧化氫或吡啶從事農藥原體合成之工作場所，屬何
D2	batch4_c	13	OSH-08	第6條	正確選項缺依據	化學工程、職業衛生、機械工程或電機工程技師	事業單位未置製程安全評估人員者，得以完成製程安全評估人員訓練之工業安全技師及下列
D2	batch4_c	16	OSH-08	第9條	正確選項缺依據	施工安全評估報告書	申請審查及檢查乙類工作場所應檢附之資料，不包括下列何者？
D2	batch4_d	6	OSH-09	第3條附表二	正確選項缺依據	職業衛生管理師	依附表二附註，置職業安全（衛生）管理師二人以上者，其中至少一人應為何種資格？
D2	batch4_d	7	OSH-11	第3條附表一	正確選項缺依據	四十二小時	甲種職業安全衛生業務主管安全衛生教育訓練之時數為幾小時？
D2	batch4_d	8	OSH-11	第3條附表一	正確選項缺依據	三十五小時；二十一小時	乙種及丙種職業安全衛生業務主管教育訓練之時數各為幾小時？
D2	batch4_d	9	OSH-11	第3條附表一	正確選項缺依據	六小時	丁種職業安全衛生業務主管教育訓練之時數為幾小時？
D2	batch4_d	10	OSH-11	第10條附表八	正確選項缺依據	十八小時	擋土支撐、模板支撐、施工架組配、屋頂作業等營造作業主管之安全衛生教育訓練時數為幾
D2	batch4_d	11	OSH-11	第11條附表九	正確選項缺依據	十八小時；三十六小時	有機溶劑、缺氧、特定化學物質等有害作業主管之教育訓練時數為幾小時？潛水作業主管為
D2	batch4_d	12	OSH-11	第12條附表十	正確選項缺依據	三十八小時	吊升荷重三公噸以上之固定式起重機、移動式起重機及人字臂起重桿操作人員之教育訓練時
D2	batch4_d	13	OSH-11	第12條附表十	正確選項缺依據	二十六小時；二十一小時	吊籠操作人員與營建用提升機操作人員之教育訓練時數各為幾小時？
D2	batch4_d	14	OSH-11	第9條附表七	正確選項缺依據	二十二小時	高壓氣體製造安全主任之安全衛生教育訓練時數為幾小時？
D2	batch4_d	15	OSH-10	第2條附表一	正確選項缺依據	八十五分貝	勞工噪音暴露工作日八小時日時量平均音壓級在多少分貝以上之噪音作業，屬特別危害健康
D2	batch5_a	15	OSH-03	第29條	正確選項缺依據	於認有必要時以書面通知部分或全部停工	事業單位未依勞動檢查機構通知限期改善事項辦理而有發生職業災害之虞時，勞動檢查機構
D2	batch5_a	29	OSH-25	第2條	正確選項缺依據	墜落、感電、倒塌崩塌、火災爆炸、中毒缺氧	勞動檢查法第28條所定勞工有立即發生危險之虞之類型有哪些？
D2	batch5_c	3	OSH-22	第9條	正確選項缺依據	第二級管理	母性健康保護風險分級中，作業場所空氣中暴露濃度在容許暴露標準十分之一以上未達二分
D2	batch5_c	7	OSH-20	第2條附表一	正確選項缺依據	坑內工作、處理爆炸性易燃性物質、鉛汞鉻砷等有害物散布場所、有害輻射、有害粉塵、運	雇主不得使未滿十八歲者從事之工作，下列何者屬之？
D2	batch5_c	10	OSH-20	第3條附表二	正確選項缺依據	十公斤；六公斤	妊娠中之女性勞工從事重物處理作業，斷續性作業及持續性作業之規定值各為多少公斤？
D2	batch5_c	11	OSH-20	第4條附表三	正確選項缺依據	礦坑工作、鉛及其化合物散布場所、鑿岩機等顯著振動、一定重量以上重物處理	雇主不得使分娩後未滿一年之女性勞工從事之工作，下列何者屬之？
D3	batch5_c	12	OSH-20	第5條	選項b 中英數值不同	zh多:[11.0] en多:[114.0]	妊娠與分娩後女性及未滿十八歲勞工禁止工作認定標準 114年11月20日修正之附表
D3	batch5_c	12	OSH-20	第5條	選項c 中英數值不同	zh多:[7.0] en多:[115.0]	妊娠與分娩後女性及未滿十八歲勞工禁止工作認定標準 114年11月20日修正之附表
D2	batch5_c	31	OSH-23	第26條	正確選項缺依據	關閉圍柵出入口並上鎖將人員留在內部	使工作者於機器人可動範圍內實施作業時，應採取之措施不包括下列何者？
D2	batch5_d	27	OSH-38	第4-3條	正確選項缺依據	不以被害人向雇主提出申訴為限	性別平等工作法第13條第2項所定雇主「知悉」性騷擾情形，是否以被害人提出申訴為限
D2	batch5_d	28	OSH-38	第5條	正確選項缺依據	均應包括	性別平等工作法第13條、第19條及第23條所定僱用人數之計算，是否包括分支機構及
D2	batch6_a	0	OSH-39	第2條	正確選項缺依據	鉛蓄電池製造修理解體中鉛之熔融鑄造研磨、含鉛塗料之剝除、通風不充分場所之鉛合金軟	鉛中毒預防規則所稱鉛作業，下列何者屬之？
D2	batch6_a	14	OSH-40	第13條	正確選項缺依據	加鉛汽油	雇主使勞工從事清洗作業或供給勞工清洗手足身體之清洗劑時，不得使用何物？
D3	batch6_a	23	OSH-45	第14條	選項c 中英數值不同	zh多:[5.0] en多:[20.0]	設置第6條規定設施顯有困難時，雇主得向何機關申請免除？應檢附何文件？
D2	batch6_b	17	OSH-47	第3條	正確選項缺依據	儲槽、貨櫃、船艙、凹窪、坑、隧道、暗溝或人孔、涵箱、導管、水管之內部	有機溶劑中毒預防規則所稱「儲槽等」之作業場所包括下列何者？
D2	batch6_c	2	OSH-42	第5條	正確選項缺依據	自吊升荷重扣除吊鉤、抓斗等吊具重量所得之荷重	起重升降機具安全規則所稱「額定荷重」在未具伸臂之固定式起重機係指？
D4	batch6_c	19	OSH-42	第102條	選項a與d過於相似	0.98	勞工於吊籠工作台上作業時應佩戴何種防護具？工作台上得否放置腳墊梯子？
D2	batch6_c	24	OSH-50	第17條	正確選項缺依據	除塵或廢氣處理裝置之後（無爆炸之虞且不腐蝕排氣機者除外）；室外	特定化學物質作業之局部排氣裝置，設置除塵裝置或廢氣處理裝置者，其排氣機應置於何處
D2	batch6_c	29	OSH-50	第31條	正確選項缺依據	立即使勞工避難，確認安全前揭示「禁止進入」，但使用防護具及作業主管指導下之搶救及	丙類第一種或丁類物質發生漏洩致有危害勞工之虞時，雇主應如何？
D3	batch6_d	10	OSH-48	第28條	選項a 中英數值不同	zh多:[15.0] en多:[0.15]	雇主歇業清算或破產時，勞工積欠工資未滿幾個月部分與第一順位抵押權等擔保債權受償順
D3	batch6_d	10	OSH-48	第28條	選項b 中英數值不同	zh多:[10.0] en多:[0.1]	雇主歇業清算或破產時，勞工積欠工資未滿幾個月部分與第一順位抵押權等擔保債權受償順
D3	batch6_d	10	OSH-48	第28條	選項d 中英數值不同	zh多:[5.0] en多:[0.05]	雇主歇業清算或破產時，勞工積欠工資未滿幾個月部分與第一順位抵押權等擔保債權受償順
D2	batch6_d	16	OSH-48	第39條	正確選項缺依據	由雇主照給；加倍發給	例假、休息日、休假及特別休假之工資應如何？雇主徵得勞工同意於休假日工作者工資如何
D4	batch8_a	5	ENV-26	第18條	選項a與b過於相似	0.97	空污專責人員或代理人不得有下列何種行為？公私場所未依規定設置專責單位或人員依空污
D4	batch8_a	8	ENV-27	第7條	選項a與c過於相似	0.98	排放標準中未列排放管道排放標準之氣體污染物，低排放管道（h≦6 m）之單位時間最
D2	batch8_b	1	ENV-30	第6條	正確選項缺依據	高中以下學校、大專圖書館博物館、醫療及社福機構、政府及企業辦公場所、大眾運輸車站	下列何者屬室內空氣品質管理法得經公告之公私場所？
D2	batch8_d	1	ENV-77	第14條	正確選項缺依據	提出者撰寫者執行者資料、場址基本資料現況及污染情形、調查方式、污染物範圍程度、控	土壤地下水污染控制計畫之內容應包括哪些事項？
D3	batch9_a	5	ENV-29	第14條	選項c 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	空氣品質預警或嚴重惡化警告發布後，於何種條件下得調降等級？於何種條件下得解除預警
D3	batch9_a	6	ENV-29	第12條	選項d 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	地方主管機關應於每年何期間依空氣品質預報資料執行附件六之行為管制？嚴重惡化警告發
D1	batch9_a	7	ENV-32	第3條	選項b 疑似也對	僅使用石油煉製業煉製販售符合國家標準之石油製品或每年總設計實	公私場所固定污染源使用生煤或指定公告燃料應申請燃料使用許可證，但何種情形不在此限
D4	batch9_a	19	ENV-33	第11條、第12條	選項a與b過於相似	0.98	以檢測結果計算排放量之固定污染源，其檢測結果與申報數值差異達多少應重新核算？以質
